Age,Number of Dependents,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Total Refunds,Total Extra Data Charges,Satisfaction Score,Churn Label,CLTV,Under 30_No,Under 30_Yes,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes,Offer_No,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Pc_1,Pc_2
-1.2060791690046706,0.0,-0.8793394142032545,1.2654537340011538,0.0,0.0,0.10137532978611936,0,0.11655068285970088,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,2.0390959813237726,0.23633813050004457
-1.3820252969241111,0.0,-0.7230304980922134,-1.9375899111105526,0.0,0.0,0.10137532978611936,1,0.3844979457567028,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,-2.0487115050518043,-0.9306408665301824
-0.03310498287506721,0.0,-1.4591741486566596,-1.0914725668313427,0.0,0.0,0.10137532978611936,1,-0.8162407261004871,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,-3.905109563050207,-0.2553775405842024
1.5504101683998974,0.0,-0.0757429533668237,0.5414890984678798,0.0,0.0,-1.2201823075708103,1,0.12994804600455098,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2.8177181285184583,0.05874130479190562
0.6120308194962146,0.0,-1.4591741486566596,0.19777251896391848,0.0,0.0,0.10137532978611936,0,1.6647834612864403,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0.09725587740885282,-1.9471118824206939
-1.1474304596981904,0.0,1.0735491601135276,1.2028038281759472,0.0,0.0,0.10137532978611936,0,0.32504714680143054,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1.4326624440204871,-0.32374456127615686
-0.09175369218154737,0.0,-0.8520988562087991,0.14806693795787343,0.0,0.0,0.9824137546907391,0,-0.8103793797246153,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-2.61672567099772,0.7623283844560033
0.7879769474156552,0.0,-1.4591741486566596,0.28848538496648446,0.0,0.0,0.9824137546907391,0,1.2620252317443843,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,-0.9161453635273916,-0.9163694761377691
1.433112749786937,0.0,-1.3774524746732937,0.33012629336122234,0.0,0.0,-1.2201823075708103,1,-0.9786837542317945,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0.7760496842117691,1.0434087215147785
1.1398692032545361,0.0,0.33351400126415937,-0.33606808855469933,0.0,0.0,0.10137532978611936,0,0.6717039181744268,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,2.5605656834435675,0.4437898726941977
